id,serial,imei,assetid,model,brand,manu,product,pc,state,inetip,updatetime,remarks,lastEditor
2048,ad25e8c4,864431039347598,TKMB1804009N,"VIVO X9PLUS",VIVO,vivo,PD1619,WETEST-KX-DEVICE-SERVER045,,121.35.102.134,"2021-03-16 11:34:30",,NULL
2049,741AEDRG2VSSD,866258038648066,TKMB171206A1,"M2 E",MEIZU,Meizu,M2E,WETEST-KX-DEVICE-SERVER011,,183.14.132.152,"2021-03-17 11:03:55",,NULL
2050,MVD675NV99999999,865936033744763,TKMB180702A9,"VIVO Y67L",VIVO,vivo,PD1612,WETEST-KX-DEVICE-SERVER027,,121.35.103.14,"2021-03-17 05:52:27",,NULL
2054,3f45b2ee,861617035691418,TKMB1607671E,"VIVO X6S A",VIVO,vivo,PD1415BA,WETEST-KX-DEVICE-SERVER009,,183.14.133.21,"2021-03-16 12:23:04",,NULL
2056,34c099e7,866922034853331,TKMB18010450,"OPPO A57",OPPO,OPPO,A57,WETEST-KX-DEVICE-SERVER035,,183.14.132.58,"2021-03-08 01:07:09",,NULL
2057,621QECR94WLVG,866438033287900,TKMB180304K6,"M5 NOTE",MEIZU,Meizu,"meizu_M5 Note",WETEST-KX-DEVICE-SERVER010,,121.35.102.146,"2020-12-01 14:27:39",,NULL
2058,d1dc82df,867520043213155,TKMB180700ER,"ONEPLUS A6000",ONEPLUS,OnePlus,OnePlus6,WETEST-KX-DEVICE-SERVER028,,183.14.28.60,"2020-10-22 20:50:52",,NULL
2059,b7359a0e0604,867306036277229,TKMB1710039F,"MI 5X",XIAOMI,Xiaomi,tiffany,WETEST-KX-DEVICE-SERVER010,,183.14.31.182,"2021-03-17 07:51:20",,NULL
2061,B7E5T17531001860,864751035922742,TKMB1708022H,BAC-AL00,HUAWEI,HUAWEI,BAC-AL00,WETEST-KX-DEVICE-SERVER031,,183.14.30.116,"2020-09-30 17:29:13",,NULL
2062,GSL0216813004128,862632033069904,TKMB180306HE,FRD-AL10,HONOR,HUAWEI,FRD-AL10,WETEST-KX-DEVICE-SERVER013,,121.35.101.149,"2021-03-17 00:05:30",,NULL
2063,7426ac80,867674039627819,TKMB1801048S,"OPPO R11S PLUS",OPPO,OPPO,R11sPlus,WETEST-KX-DEVICE-SERVER023,,121.35.101.18,"2021-01-06 01:21:39",,NULL
2064,80SQBDQL228T4,862452038200002,TKMB18030215,"PRO 6S",MEIZU,Meizu,meizu_PRO6,WETEST-KX-DEVICE-SERVER034,,183.14.132.147,"2021-03-17 05:29:33",,NULL
2067,c08ec088,866243032234063,TKMB18030806,"VIVO X9S PLUS L",VIVO,vivo,PD1635,WETEST-KX-DEVICE-SERVER010,,183.14.132.159,"2021-03-17 00:57:16",,NULL
2068,190497279805,866764031634078,TKMB180304A3,"REDMI 5 PLUS",XIAOMI,Xiaomi,vince,WETEST-KX-DEVICE-SERVER009,,183.14.132.150,"2021-03-17 08:43:42",,NULL
2069,JN59JJDQ99999999,866840039721396,TKMB180400M6,"VIVO Y67A",VIVO,vivo,PD1612,WETEST-KX-DEVICE-SERVER011,,121.35.103.79,"2021-03-17 10:24:32",,NULL
2072,f4e6da04,867955032439058,TKMB180600NY,OS105,SMARTISAN,smartisan,osborn,WETEST-KX-DEVICE-SERVER012,,121.35.103.191,"2021-03-15 02:58:34",,NULL
2074,HQFUNZEECU7LK7SK,99000810873089,TKMB170901HH,"REDMI NOTE 4",XIAOMI,Xiaomi,nikel,WETEST-KX-DEVICE-SERVER035,,183.14.132.159,"2021-03-17 00:42:14",,NULL
2075,621QECR84WKKJ,866438033248068,TKMB180304K0,"M5 NOTE",MEIZU,Meizu,"meizu_M5 Note",WETEST-KX-DEVICE-SERVER014,,121.35.100.191,"2021-03-14 19:58:18",,NULL
2076,13100212,A00000568ABAD9,TKMB18030673,"ZTE BV0701",ZTE,ZTE,P653N11,WETEST-KX-DEVICE-SERVER028,,121.35.102.134,"2021-03-16 14:04:44",,NULL
2077,aa78423e0211,861838040241110,TKMB19010213,"MI PLAY",XIAOMI,Xiaomi,lotus,WETEST-KX-DEVICE-SERVER042,,183.14.133.21,"2021-03-16 17:52:17",,NULL
2078,17d9119c,864332043893538,TKMB190900AT,V1921A,VIVO,vivo,PD1921,WETEST-KX-DEVICE-SERVER012,,183.14.28.156,"2021-03-03 02:15:48",,NULL
2079,E6R4VWKJQCSGGY6H,862179033229013,TKMB170401FH,"OPPO A37M",OPPO,OPPO,A37m,WETEST-KX-DEVICE-SERVER021,,121.35.103.213,"2021-03-17 10:54:39",,NULL
2080,RKT48THIC66TFEJV,860268033485394,TKMB170502K2,"OPPO R7S",OPPO,OPPO,R7s,WETEST-KX-DEVICE-SERVER007,,121.35.102.157,"2021-03-16 11:57:26",,NULL
2081,9TNRQSWK99999999,862814037113637,TKMB160904F0,"OPPO A59M",OPPO,OPPO,A59m,WETEST-KX-DEVICE-SERVER022,,183.14.28.94,"2021-03-17 10:54:11",,NULL
2082,P7ZTDI4LGE89LZNB,862829032886235,TKMB170502K1,"OPPO A59M",OPPO,OPPO,A59m,WETEST-KX-DEVICE-SERVER022,,183.14.132.147,"2021-03-16 16:30:06",,NULL
2083,12924325,864454036243206,TKMB180303SK,"MI 5S",XIAOMI,Xiaomi,capricorn,WETEST-KX-DEVICE-SERVER002,,183.14.29.195,"2021-01-05 18:39:12",,NULL
2084,TWGDU16A11000453,862537035908837,TKMB1803074S,KNT-AL20,HONOR,HUAWEI,KNT-AL20,WETEST-KX-DEVICE-SERVER004,,183.14.132.152,"2021-03-16 23:15:40",,NULL
2086,6DBQ599DRWO7JBTG,866122032476595,TKMB180401TF,"VIVO Y67",VIVO,vivo,PD1612,WETEST-KX-DEVICE-SERVER032,,121.35.103.251,"2021-03-16 22:12:25",,NULL
2089,e123e8ff,869765021639859,TKMB18030637,"VIVO XPLAY5A",VIVO,vivo,PD1522A,WETEST-KX-DEVICE-SERVER012,,121.35.103.14,"2021-03-17 00:28:34",,NULL
2091,e40c2f63,869499035450976,TKMB18080001,"VIVO NEX A",VIVO,vivo,PD1806,WETEST-KX-DEVICE-SERVER031,,183.14.132.171,"2021-03-16 10:46:30",,NULL
2095,51c1b81d,863043031286764,TKMB17030245,"VIVO Y51",VIVO,vivo,PD1510,WETEST-KX-DEVICE-SERVER052,,183.14.28.94,"2021-03-16 14:09:47",,NULL
2096,e082aa6e,867136034714851,TKMB18010549,"OPPO A77",OPPO,OPPO,A77,WETEST-KX-DEVICE-SERVER021,,121.35.101.186,"2020-12-05 11:29:29",,NULL
2103,95BQACPQU8E32,863328034085945,TKMB170200F5,MX6,MEIZU,Meizu,meizu_MX6,WETEST-KX-DEVICE-SERVER040,,183.14.28.94,"2021-03-17 03:21:24",,NULL
2104,92b8de1c7ce5,868238033829091,TKMB18060166,"REDMI 5",XIAOMI,Xiaomi,rosy,WETEST-KX-DEVICE-SERVER047,,121.35.101.60,"2021-03-01 18:43:52",,NULL
2105,f3ff61c4,860255045011854,TKMB190900EN,SKW-A0,BLACKSHARK,blackshark,SKW-A0,WETEST-KX-DEVICE-SERVER027,,121.35.101.235,"2020-10-07 10:08:43",,NULL
2106,881QADSMC7TA7,866774031059572,TKMB180600MN,15,MEIZU,Meizu,meizu_15_CN,WETEST-KX-DEVICE-SERVER034,,183.14.133.114,"2020-12-26 07:44:20",,NULL
2108,B7E5T17C23001600,867831033504341,TKMB18030200,BAC-AL00,HUAWEI,HUAWEI,BAC-AL00,WETEST-KX-DEVICE-SERVER061,,183.14.28.94,"2021-03-16 09:54:41",,NULL
2110,Q8SO9HMJHYIFVOOJ,865937035364790,TKMB18030664,"VIVO Y67L",VIVO,vivo,PD1612,WETEST-KX-DEVICE-SERVER016,,121.35.103.251,"2021-03-17 10:06:41",,NULL
2111,DUJZSKSW99999999,864294031692373,TKMB170601H8,"OPPO A37M",OPPO,OPPO,A37m,WETEST-KX-DEVICE-SERVER022,,183.14.135.235,"2021-03-15 13:37:45",,NULL
2112,dee6ec39,863288030122813,TKMB17030255,"VIVO Y51A",VIVO,vivo,PD1510,WETEST-KX-DEVICE-SERVER008,,121.35.101.149,"2021-03-17 01:30:07",,NULL
2113,KWG7N17310000872,864588035830933,TKMB180306E5,EVA-AL10,HUAWEI,HUAWEI,EVA-AL10,WETEST-KX-DEVICE-SERVER034,,183.14.135.230,"2021-03-16 00:18:24",,NULL
2115,ba0bd66c,866844035317894,TKMB1803067A,"VIVO Y66L",VIVO,vivo,PD1621,WETEST-KX-DEVICE-SERVER047,,121.35.103.79,"2021-03-17 04:31:47",,NULL
2119,QDYNW18112000053,867573030116543,TKMB18030501,TRT-AL00,HUAWEI,HUAWEI,TRT-AL00,WETEST-KX-DEVICE-SERVER061,,121.35.103.79,"2021-03-16 09:54:49",,NULL
2120,23c1b7a9d01e7ece,352713096321510,TKMB180600Y0,SM-G9600,SAMSUNG,samsung,starqltezc,WETEST-KX-DEVICE-SERVER061,,183.14.132.159,"2021-03-16 09:54:16",,NULL
2121,MIAGLMC6C1501013,860273035568395,TKMB180307AA,MP1503,MEITU,Meitu,M6,WETEST-KX-DEVICE-SERVER061,,183.14.132.159,"2021-03-16 17:57:55",,NULL
2122,28PNW17C20004502,867519038113511,TKMB17120808,BND-AL00,HONOR,HUAWEI,BND-AL00,WETEST-KX-DEVICE-SERVER003,,183.14.132.171,"2021-03-17 00:16:37",,NULL
2125,6L6LSWMZ99999999,864084033952671,TKMB17020285,"OPPO A59S",OPPO,OPPO,A59,WETEST-KX-DEVICE-SERVER035,,183.14.135.235,"2021-03-16 01:27:54",,NULL
2128,YTQNW17401011120,862745033244416,TKMB171206KA,PRA-TL10,HONOR,HUAWEI,PRA-TL10,WETEST-KX-DEVICE-SERVER002,,183.14.133.21,"2021-03-16 11:24:19",,NULL
2129,b680d676,866338036379656,TKMB18010410,"VIVO X9",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER062,,183.14.31.182,"2021-03-16 11:44:03",,NULL
2131,696aac1d,865239030832073,TKMB170701HE,CPH1707,OPPO,OPPO,CPH1707,WETEST-KX-DEVICE-SERVER062,,121.35.103.54,"2021-03-15 10:45:03",,NULL
2133,42900e6b,868080035723678,TKMB18030807,"VIVO Y66I A",VIVO,vivo,PD1621B,WETEST-KX-DEVICE-SERVER002,,121.35.101.176,"2021-03-17 03:43:02",,NULL
2134,Q5S5T19603037058,861212042719863,TKMB19080135,ELE-AL00,HUAWEI,HUAWEI,ELE-AL00,WETEST-KX-DEVICE-SERVER032,,121.35.102.157,"2021-03-17 10:21:54",,NULL
2135,SKVKSSVO79DUVGIJ,868918030267979,TKMB180600M5,"OPPO A73",OPPO,OPPO,A73,WETEST-KX-DEVICE-SERVER022,,183.14.132.159,"2021-03-17 10:57:59",,NULL
2138,8fb9f6d,868901038950895,TKMB1804003J,"OPPO A57",OPPO,OPPO,A57,WETEST-KX-DEVICE-SERVER042,,121.35.103.14,"2021-03-16 09:57:18",,NULL
2139,9bb5fa36,863209033611412,TKMB170202H9,"VIVO X7PLUS",VIVO,vivo,PD1603,WETEST-KX-DEVICE-SERVER028,,183.14.29.218,"2021-03-11 11:23:30",,NULL
2140,2fc842ce,861078036283988,TKMB170202A2,"OPPO A53",OPPO,OPPO,A53,WETEST-KX-DEVICE-SERVER036,,121.35.103.79,"2021-03-16 23:39:56",,NULL
2147,3cb89003,864736045844739,TKMB19050M20,"VIVO Z3X",VIVO,vivo,PD1730G,WETEST-KX-DEVICE-SERVER032,,121.35.101.176,"2021-03-16 12:03:19",,NULL
2148,B7E5T17722014083,866150039844622,TKMB18030738,BAC-AL00,HUAWEI,HUAWEI,BAC-AL00,WETEST-KX-DEVICE-SERVER061,,183.14.28.6,"2021-03-14 14:10:24",,NULL
2149,3023dc36,869765023222928,TKMB170202FS,"VIVO XPLAY5A",VIVO,vivo,PD1522A,WETEST-KX-DEVICE-SERVER034,,121.35.103.133,"2021-03-16 03:46:35",,NULL
2150,6117ccb8,864178031601791,TKMB17090192,"VIVO X9I",VIVO,vivo,PD1624,WETEST-KX-DEVICE-SERVER016,,183.14.132.159,"2021-03-17 07:21:26",,NULL
2153,1234a83d,864743037786035,TKMB1804009M,"VIVO X9L",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER008,,183.14.31.25,"2021-03-15 08:39:54",,NULL
2154,28f7b111,865366032675539,TKMB18030635,"OPPO R9ST",OPPO,OPPO,R9st,WETEST-KX-DEVICE-SERVER014,,183.14.135.160,"2020-11-12 02:53:31",,NULL
2155,165a6a70,356645090323959,TKMB180701NW,SM-A6050,SAMSUNG,samsung,a6pltezc,WETEST-KX-DEVICE-SERVER038,,183.14.28.94,"2021-03-17 07:01:38",,NULL
2156,578af421,862490031504848,TKMB1703032H,1605-A01,360,360,QK1605,WETEST-KX-DEVICE-SERVER014,,183.14.132.148,"2021-03-16 12:33:25",,NULL
2158,QMKNW17515003471,864024036806649,TKMB190701FE,PRA-AL00X,HONOR,HUAWEI,PRA-AL00X,WETEST-KX-DEVICE-SERVER046,,183.14.132.158,"2021-03-16 23:56:07",,NULL
2160,29D0217722002426,863954035044308,TKMB180303FE,DUK-TL30,HONOR,HUAWEI,DUK-TL30,WETEST-KX-DEVICE-SERVER016,,183.14.133.141,"2020-08-05 12:54:33",,NULL
2161,NWP0217C25000038,868382030463635,TKMB190701M2,BLA-AL00,HUAWEI,HUAWEI,BLA-AL00,WETEST-KX-DEVICE-SERVER001,,183.14.132.148,"2021-03-16 09:38:44",,NULL
2162,M960BDQJ22J48,862891033589580,TKMB180300AE,"PRO 6 PLUS",MEIZU,Meizu,meizu_PRO6Plus,WETEST-KX-DEVICE-SERVER010,,183.14.132.150,"2021-03-17 01:50:30",,NULL
2163,4CBDU17616010154,864752032299621,TKMB180602PM,BAC-TL00,HUAWEI,HUAWEI,BAC-TL00,WETEST-KX-DEVICE-SERVER047,,183.14.132.152,"2021-03-17 05:41:08",,NULL
2168,SG69G6K799999999,A100005594ACDD,TKMB170301A2,"VIVO V3M A",VIVO,vivo,PD1524B,WETEST-KX-DEVICE-SERVER016,,121.35.101.149,"2021-03-16 19:23:58",,NULL
2169,8faa96db,867977037674166,TKMB18030292,"MI MAX 2",XIAOMI,Xiaomi,oxygen,WETEST-KX-DEVICE-SERVER011,,183.14.135.236,"2021-03-14 13:19:17",,NULL
2170,c5e06a45,355888090288423,TKMB180701NM,SM-G8850,SAMSUNG,samsung,astarqltezc,WETEST-KX-DEVICE-SERVER007,,121.35.101.94,"2021-03-01 17:07:33",,NULL
2173,6JR7N16C14000530,861010036273503,TKMB1801040H,"HUAWEI MLA-AL00",HUAWEI,HUAWEI,MLA-AL00,WETEST-KX-DEVICE-SERVER061,,183.14.132.148,"2021-03-16 15:57:10",,NULL
2174,S9B7N17908003710,865546036205355,TKMB1804004Y,BLN-AL40,HONOR,HUAWEI,BLN-AL40,WETEST-KX-DEVICE-SERVER047,,183.14.132.152,"2021-03-16 10:31:33",,NULL
2175,2ba4b2b2,862020030072750,TKMB17060025,"OPPO A33",OPPO,OPPO,A33,WETEST-KX-DEVICE-SERVER003,,183.14.28.146,"2021-01-05 04:33:07",,NULL
2176,19b6d87d,865224033351289,TKMB18040095,"VIVO X9I",VIVO,vivo,PD1624,WETEST-KX-DEVICE-SERVER015,,121.35.102.134,"2021-03-17 11:06:07",,NULL
2177,f13bc659,865921036797497,TKMB18030695,"VIVO X9L",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER039,,183.14.135.138,"2021-03-09 01:44:25",,NULL
2180,WTKDU16A17016882,863339038629273,TKMB180306S7,FRD-AL00,HONOR,HUAWEI,FRD-AL00,WETEST-KX-DEVICE-SERVER004,,183.14.132.109,"2021-03-12 12:32:26",,NULL
2181,2f531eba,864692035623577,TKMB1712062A,"VIVO XPLAY6",VIVO,vivo,PD1610,WETEST-KX-DEVICE-SERVER038,,183.14.132.158,"2021-03-17 09:58:08",,NULL
2183,BYFNW17225021831,864779032850962,TKMB170303A1,CAM-AL00,HONOR,HUAWEI,CAM-AL00,WETEST-KX-DEVICE-SERVER003,,121.35.103.251,"2021-03-16 10:27:55",,NULL
2184,51962ad9,867715041460135,TKMB1909010M,"REDMI K20 PRO",XIAOMI,Xiaomi,raphael,WETEST-KX-DEVICE-SERVER048,,183.14.135.230,"2021-03-16 01:14:00",,NULL
2185,KWG7N17310000870,864588035854065,TKMB180306A3,EVA-AL10,HUAWEI,HUAWEI,EVA-AL10,WETEST-KX-DEVICE-SERVER009,,121.35.103.44,"2021-03-16 04:24:12",,NULL
2188,M6TGLMA720408387,863013030929847,TKMB170303K8,MP1512,MEITU,Meitu,MeituM6s,WETEST-KX-DEVICE-SERVER016,,183.14.28.54,"2021-03-03 23:29:38",,NULL
2189,5a537414,864336032629357,TKMB18010534,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-KX-DEVICE-SERVER035,,183.14.134.190,"2020-09-22 04:28:56",,NULL
2190,GSL0217605000808,865214034338054,TKMB17060226,FRD-AL10,HONOR,HUAWEI,FRD-AL10,WETEST-KX-DEVICE-SERVER048,,183.14.30.209,"2020-10-23 17:14:03",,NULL
2191,PBV7N16C27012498,864361030319587,TKMB18010457,EVA-AL00,HUAWEI,HUAWEI,EVA-AL00,WETEST-KX-DEVICE-SERVER032,,121.35.100.15,"2021-03-11 17:43:07",,NULL
2193,LGH990e0b2ae5e,352165080470474,TKMB17020210,LG-H990,LGE,LGE,elsa_global_com,WETEST-KX-DEVICE-SERVER001,,183.14.132.150,"2021-03-16 16:40:28",,NULL
2195,20aaaa9a,864534031852083,TKMB1709018E,"VIVO X9I",VIVO,vivo,PD1624,WETEST-KX-DEVICE-SERVER061,,59.37.124.125,"2021-03-16 09:54:51",,NULL
2196,e96b2a3,862886037602777,TKMB1801052F,"VIVO X7PLUS",VIVO,vivo,PD1603,WETEST-KX-DEVICE-SERVER027,,121.35.103.84,"2020-11-15 01:14:01",,NULL
2198,WTK7N16A26008410,863549033446289,TKMB180306HH,FRD-AL00,HONOR,HUAWEI,FRD-AL00,WETEST-KX-DEVICE-SERVER028,,121.35.103.44,"2021-03-15 11:27:34",,NULL
2199,b7479b1a,862262036641515,TKMB1705027S,"VIVO Y31A",VIVO,vivo,PD1505,WETEST-KX-DEVICE-SERVER028,,183.14.28.94,"2021-03-17 08:34:21",,NULL
2200,ea9dcc5f,864738039966437,TKMB180401TJ,"VIVO X9L",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER048,,183.14.132.158,"2021-03-16 13:58:56",,NULL
2202,288ade347d84,866982037878644,TKMB180300E1,"REDMI 4A",XIAOMI,Xiaomi,rolex,WETEST-KX-DEVICE-SERVER037,,121.35.103.54,"2021-03-16 01:22:42",,NULL
2203,a5d190bd,867474031936114,TKMB19080145,"VIVO X20A",VIVO,vivo,PD1709,WETEST-KX-DEVICE-SERVER001,,183.14.135.227,"2020-11-16 14:06:49",,NULL
2204,58d8c28b7d44,865500032852488,TKMB171206AA,"REDMI 5A",XIAOMI,Xiaomi,riva,WETEST-KX-DEVICE-SERVER004,,183.14.132.171,"2021-03-17 07:28:45",,NULL
2205,51f8220f,861728035256092,TKMB16076FE2,"OPPO A53M",OPPO,OPPO,A53m,WETEST-KX-DEVICE-SERVER022,,121.35.103.213,"2021-03-16 16:11:28",,NULL
2206,c6fa6e79,869718032239573,TKMB180701NL,"VIVO Y71A",VIVO,vivo,PD1731,WETEST-KX-DEVICE-SERVER004,,121.35.101.149,"2021-03-17 05:00:27",,NULL
2207,872QEEUG223PC,867884035713048,TKMB1907003W,"16 X",MEIZU,Meizu,meizu_16X_CN,WETEST-KX-DEVICE-SERVER032,,183.14.29.24,"2020-12-19 09:50:18",,NULL
2208,76P4C16603005633,861756033562757,TKMB17020307,SCL-AL00,HONOR,HUAWEI,SCL-AL00,WETEST-KX-DEVICE-SERVER012,,121.35.103.79,"2021-03-16 16:29:35",,NULL
2214,VKS8RSFMIFAQ8HCI,869560020113786,TKMB170202FH,"VIVO Y35",VIVO,vivo,PD1502L,WETEST-KX-DEVICE-SERVER031,,183.14.132.148,"2021-03-16 23:30:44",,NULL
2216,ZTEMSGV899999999,865729030502577,TKMB170601FK,"VIVO Y67A",VIVO,vivo,PD1612,WETEST-KX-DEVICE-SERVER003,,121.35.103.14,"2021-03-17 09:56:39",,NULL
2218,12e6742c,868233035677895,TKMB18010427,"ONEPLUS A5010",ONEPLUS,OnePlus,OnePlus5T,WETEST-KX-DEVICE-SERVER010,,121.35.101.176,"2021-03-17 03:45:27",,NULL
2219,f264901b,867476032226874,TKMB171206A0,"VIVO X20PLUS A",VIVO,vivo,PD1710,WETEST-KX-DEVICE-SERVER028,,183.14.132.115,"2021-03-13 01:50:40",,NULL
2221,HT65W0300121,359892070050122,TKMB17060253,PIXEL,GOOGLE,Google,sailfish,WETEST-KX-DEVICE-SERVER035,,183.14.135.235,"2021-03-16 05:49:01",,NULL
2222,9YJ7N18208001967,868496038491719,TKMB1803032E,TRT-AL00A,HUAWEI,HUAWEI,TRT-AL00A,WETEST-KX-DEVICE-SERVER036,,183.14.132.171,"2021-03-17 01:08:40",,NULL
2224,TEX9K18118911865,868008036531386,TKMB180303HF,JMM-AL00,HONOR,HUAWEI,JMM-AL00,WETEST-KX-DEVICE-SERVER032,,183.14.133.21,"2021-03-16 13:58:14",,NULL
2225,8SKBIJEY4995JJ5L,868364036539113,TKMB1805015W,"VIVO Y75A",VIVO,vivo,PD1718,WETEST-KX-DEVICE-SERVER027,,183.14.133.21,"2021-03-16 15:25:06",,NULL
2227,MQS0219819038863,866712040220181,TKMB1909026R,VOG-AL00,HUAWEI,HUAWEI,VOG-AL00,WETEST-KX-DEVICE-SERVER016,,121.35.103.251,"2021-03-16 10:12:59",,NULL
2229,dad3c685,865730038637852,TKMB180401X8,"VIVO X9L",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER031,,121.35.101.176,"2021-03-17 01:55:46",,NULL
2230,95e2fa3f,863508030782849,TKMB180501MN,"VIVO X9PLUS",VIVO,vivo,PD1619,WETEST-SA-DEVICE-006,,180.153.219.14,"2020-09-15 20:51:47",,NULL
2235,RELBB18A12522476,867221040475828,TKMB181100G3,ARS-AL00,HUAWEI,HUAWEI,ARS-AL00,WETEST-KX-DEVICE-SERVER048,,121.35.103.191,"2021-03-15 23:52:24",,NULL
2236,37KNW18706000131,861063040816973,TKMB180701NT,LLD-AL20,HONOR,HUAWEI,LLD-AL20,WETEST-KX-DEVICE-SERVER004,,121.35.103.14,"2021-03-17 07:45:16",,NULL
2237,e870d8c8,866338036184353,TKMB18010418,"VIVO X9",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER013,,121.35.103.213,"2021-03-16 10:27:01",,NULL
2238,183a71f3,864339032747393,TKMB170602A1,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-KX-DEVICE-SERVER021,,121.35.103.79,"2021-03-16 11:26:35",,NULL
2240,GDB6R19823009966,862406040803922,TKMB190900TN,HLK-AL00,HONOR,HUAWEI,HLK-AL00,WETEST-KX-DEVICE-SERVER014,,183.14.132.148,"2021-03-17 10:32:08",,NULL
2243,d91aca10,864566039016881,TKMB18030283,"VIVO X9",VIVO,vivo,PD1616,WETEST-KX-DEVICE-SERVER027,,121.35.103.251,"2021-03-16 18:24:46",,NULL
2244,TWGDU17331002253,863603037933261,TKMB170402K5,KNT-AL20,HONOR,HUAWEI,KNT-AL20,WETEST-KX-DEVICE-SERVER040,,121.35.103.251,"2021-03-17 10:11:00",,NULL
2246,VINLHMB7C2900333,863796030851108,TKMB18010481,MP1605,MEITU,Meitu,V6,WETEST-KX-DEVICE-SERVER007,,121.35.103.79,"2021-03-16 11:18:25",,NULL
2247,CSXDU17A10000813,867180036589713,TKMB180304HH,STF-AL10,HONOR,HUAWEI,STF-AL10,WETEST-KX-DEVICE-SERVER045,,121.35.100.191,"2021-03-16 04:39:35",,NULL
2248,K8AIKN060374YBF,357071100888635,TKMB190901XJ,ASUS_I001DA,ASUS,asus,CN_I001D,WETEST-KX-DEVICE-SERVER027,,183.14.135.163,"2020-11-12 06:56:09",,NULL
2249,c57fa6df7d53,861113034607647,TKMB1703041F,"REDMI 3X",XIAOMI,Xiaomi,land,WETEST-KX-DEVICE-SERVER002,,121.35.101.149,"2021-03-16 16:19:55",,NULL
2251,7c0a0f1,A1000055D1B2B3,TKMB170301K5,"VIVO Y51A",VIVO,vivo,PD1510,WETEST-KX-DEVICE-SERVER040,,183.14.133.21,"2021-03-16 14:34:37",,NULL
2252,QMSDU16330038258,860784038434138,TKMB16061HA1,KIW-AL10,HONOR,HUAWEI,KIW-AL10,WETEST-KX-DEVICE-SERVER002,,183.14.132.159,"2021-03-16 19:43:43",,NULL
2254,21639915,864107034038602,TKMB170202HS,"VIVO Y55A",VIVO,vivo,PD1613,WETEST-KX-DEVICE-SERVER011,,183.14.31.182,"2021-03-15 15:34:51",,NULL
2255,988e94433453475847,357052092079151,TKMB190800M9,SM-G9500,SAMSUNG,samsung,dreamqltezc,WETEST-KX-DEVICE-SERVER035,,183.14.133.30,"2020-04-10 17:15:34",,NULL
2256,L7WK8HON99999999,862458039529059,TKMB17060252,"OPPO R9M",OPPO,OPPO,R9m,WETEST-KX-DEVICE-SERVER021,,183.14.132.150,"2021-03-17 10:54:35",,NULL
2257,f3ecda1c,867955033696680,TKMB180602E9,OS105,SMARTISAN,smartisan,osborn,WETEST-KX-DEVICE-SERVER061,,183.14.28.131,"2021-03-04 16:50:11",,NULL
2258,b5b6f45e,863508034524005,TKMB18030801,"VIVO X9PLUS L",VIVO,vivo,PD1619,WETEST-KX-DEVICE-SERVER002,,183.14.132.147,"2021-03-16 09:15:03",,NULL
2259,CSX0218226001883,867666037819190,TKMB180304H2,STF-AL10,HONOR,HUAWEI,STF-AL10,WETEST-KX-DEVICE-SERVER031,,121.35.103.251,"2021-03-17 05:55:56",,NULL
2260,8578ca5b,866021032673153,TKMB170802KH,"OPPO R11 PLUS",OPPO,OPPO,R11Plus,WETEST-KX-DEVICE-SERVER022,,121.35.100.107,"2020-11-08 08:52:41",,NULL
2261,7b5db4ca,353460084028066,TKMB17020137,SM-C9000,SAMSUNG,samsung,c9ltezc,WETEST-KX-DEVICE-SERVER061,,121.35.101.62,"2021-02-20 19:16:29",,NULL
2262,HMKNW17915003860,867007031535328,TKMB171206K8,PRA-AL00,HONOR,HUAWEI,PRA-AL00,WETEST-KX-DEVICE-SERVER036,,121.35.102.232,"2021-03-09 16:45:08",,NULL
2263,9113aa19,866702038868695,TKMB1801046E,"OPPO R11S PLUS",OPPO,OPPO,R11sPlus,WETEST-KX-DEVICE-SERVER064,,183.14.133.235,"2020-10-20 13:26:13",,NULL
2264,53d56ad2,358074080659454,TKMB1801044H,SM-J3300,SAMSUNG,samsung,j3y17qltezc,WETEST-KX-DEVICE-SERVER028,,121.35.101.34,"2020-10-28 23:17:34",,NULL
2265,6211d05e,864692032042490,TKMB180103E6,"VIVO XPLAY6",VIVO,vivo,PD1610,WETEST-KX-DEVICE-SERVER031,,183.14.132.150,"2021-03-16 19:14:39",,NULL
2266,6460f422,863267030762851,TKMB1703023E,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-KX-DEVICE-SERVER010,,121.35.103.213,"2021-03-16 19:12:19",,NULL
2272,611AZBQN226X3,865720032530526,TKMB180301F9,M5,MEIZU,Meizu,meizu_M5,WETEST-KX-DEVICE-SERVER006,,183.14.135.113,"2021-01-26 00:38:26",,NULL
2273,28e3226f,868040034472024,TKMB180304A1,"VIVO Y55",VIVO,vivo,PD1613,WETEST-KX-DEVICE-SERVER035,,183.14.135.230,"2021-03-16 01:06:52",,NULL
