assetid,assetname
TKMB19100080,A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机)
TKMB19100102,Redmi 5plus（国际版/4G手机/4G+64G/颜色随机）
TKMB1910007G,R11 PLUS（6GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1910009P,R15（移动联通电信4G/6+128G/颜色随机）
TKMB1910007T,荣耀 畅玩6X（BLN-AL10/RAM 4GB/ ROM 64GB/颜色随机）
TKMB19100095,Y79A（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB1910007N,X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB19100101,Y85（移动联通电信4G手机4GB+32GB/颜色随机）
TKMB1910007L,P10( 移动联通电信4G/双卡双待/ 4GB+64GB/颜色随机)
TKMB19100103,X9 （全网通/4GB+64GB/移动联通电信4G手机/双卡双待/颜色随机）
TKMB19090321,红米Note5（全网通/4GB+64GB/颜色随机）
TKMB1910008G,A59s（全网通/4G*32GB/颜色随机)
TKMB1910010X,荣耀8 青春版（4G+32G全网通/颜色随机）
TKMB191000NM,荣耀畅玩7X（全网通/4G*32G/ 颜色随机）
TKMB19100088,小米MIX2（全网通4G手机/6GB+64GB/颜色随机）
TKMB1910007X,Mate 8（3G+32G/NXT-CL00/电信4G 颜色随机）
TKMB191000NW,X21(屏幕指纹版/移动联通电信4G/6GB+128GB/颜色随机)
TKMB19090323,华为 Mate 9 4GB+64GB版 颜色随机 移动联通电信4G手机 双卡双待
TKMB1910008M,A33(移动4G/2GB RAM/16G/颜色随机)
TKMB19100105,A73 全面屏拍照手机 4GB+32GB 黑色 全网通 移动联通电信4G 双卡双待手机
TKMB1910008Y,P10 plus( 移动联通电信4G/双卡双待/ 6GB+128GB/颜色随机)
TKMB1910007F,A83 （全网通/RAM 4G+ROM 32G/双卡双待/颜色随机）
TKMB1910008P,A79 （4GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1910010W,A57T(二手机/A57T/移动定制版/3GB*32GB）
TKMB19100093,荣耀8青春版(全网通4G/双卡双待/4G+32G/颜色随机）
TKMB1910007Y,A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机）
TKMB1910008T,Y66 （3GB+32GB 全网通4G 颜色随机）
TKMB19100083,R9SK(4GB+64GB 全网4GJDI屏幕/颜色随机)
TKMB1909031W,荣耀V10（全网通/4*64/颜色随机）
TKMB19100079,Max2（移动联通电信4G/双卡双待/4G RAM+64G ROM/颜色随机）
TKMB19100084,R11S（4GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1910010A,R11s plus (移动联通电信4G/6G+64G/双卡双待手机/颜色随机)
TKMB19100106,华nova 3e（全网通/4GB +64GB/双卡双待/颜色随机）
TKMB19100071,荣耀 畅玩5C（移动4G/RAM 2GB/ROM 16GB/颜色随机）
TKMB191000NN,A83T(二手机/A83T/中国移动4G版/4GB*64GB)
TKMB1910010T,nova 2s（4GB+64G/全网通 颜色随机）
TKMB1910006G,畅享6(二手机/全网通4G/3GB+16GB/颜色随机)
TKMB1909031R,X9PLUS（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB1910008R,荣耀 V9 （全网通4G手机/6GB+64GB/双卡双待/颜色随机）
TKMB191001N6,畅享 9e（全网通高配版/3GB+64GB/颜色随机）
TKMB19100100,vivo X9s（全网通/4GB+64GB/颜色随机）
TKMB19100094,红米Note5A（移动联通电信4G/2GB+16GB/双卡双待/颜色随机）
TKMB1910006X,红米5A（全网通/2GB+16GB/颜色随机）
TKMB19100070,红米4X（2GB+16GB全网通 颜色随机)
TKMB1910006F,红米Note5（移动4G+全网通版/4GB+64GB/颜色随机）
TKMB191000L0,一加6（全网通4G/6GB+64GB/颜色随机）
TKMB1910008F,X21(全网通4G手机/标准版/双卡双待/6G+64G/颜色随机)
TKMB19100068,小米8（全网通4G手机/8GB+128GB/颜色随机）
TKMB191002G6,vivo 1606 (国际版/4GB+64GB/颜色随机)
TKMB191002EE,三星 SM-G887N (国际版/4GB+64GB/颜色随机)
TKMB191002G2,三星 SM-J415G (国际版/4GB+64GB/颜色随机)
TKMB191002G1,华为 RNE-L21 (国际版/4GB+64GB/颜色随机)
TKMB191002G0,华为 RNE-L21 (国际版/4GB+64GB/颜色随机)
TKMB191002FN,OPPO CPH1605 (国际版/4GB+64GB/颜色随机)
TKMB191002FL,摩托罗拉 z3 (国际版/4GB+64GB/颜色随机)
TKMB191002FY,摩托罗拉 z3 (国际版/4GB+64GB/颜色随机)
TKMB191002FJ,华为 PRA-LX1 (国际版/4GB+64GB/颜色随机)
TKMB191002FT,vivo 1817 (国际版/4GB+64GB/颜色随机)
TKMB191002FG,vivo 1817 (国际版/4GB+64GB/颜色随机)
TKMB191002FF,三星 SM-G532M (国际版/4GB+64GB/颜色随机)
TKMB191002FE,三星 SM-G532M (国际版/4GB+64GB/颜色随机)
TKMB191002FR,夏普 S3-SH (国际版/4GB+64GB/颜色随机)
TKMB191002FW,夏普 S3-SH (国际版/4GB+64GB/颜色随机)
TKMB191002F9,华为 LDN-L21 (国际版/4GB+64GB/颜色随机)
TKMB191002F8,华为 LDN-L21 (国际版/4GB+64GB/颜色随机)
TKMB191002F7,三星 SM-J200GU (国际版/4GB+64GB/颜色随机)
TKMB191002F6,三星 SM-J200GU (国际版/4GB+64GB/颜色随机)
TKMB191002F4,LG LM-X210CM (国际版/4GB+64GB/颜色随机)
TKMB191002F1,三星 SM-A505F(国际版/4GB+64GB/颜色随机)
TKMB191002EN,摩托罗拉 g(6) play (国际版/4GB+64GB/颜色随机)
TKMB191002EM,摩托罗拉 g(6) play (国际版/4GB+64GB/颜色随机)
TKMB191002G9,三星 SM-N960U1 (国际版/4GB+64GB/颜色随机)
TKMB191002FX,华为 PRA-LX1 (国际版/4GB+64GB/颜色随机)
TKMB191002FP,华为 LDN-L21 (国际版/4GB+64GB/颜色随机)
TKMB191002G7,vivo 1606 (国际版/4GB+64GB/颜色随机)
TKMB191002G3,三星 SM-J415G (国际版/4GB+64GB/颜色随机)
TKMB191002FM,OPPO CPH1605 (国际版/4GB+64GB/颜色随机)
TKMB191002FA,华为 LDN-L21 (国际版/4GB+64GB/颜色随机)
TKMB191002F0,三星 SM-J610G (国际版/4GB+64GB/颜色随机)
TKMB191002GF,华为 LDN-LX2 (国际版/4GB+64GB/颜色随机)
TKMB191002GE,华为 LDN-LX2 (国际版/4GB+64GB/颜色随机)
TKMB191002GR,华为 LDN-LX2 (国际版/4GB+64GB/颜色随机)
TKMB191002GW,华为 LDN-LX2 (国际版/4GB+64GB/颜色随机)
TKMB191002GP,华为 DUA-L22 (国际版/4GB+64GB/颜色随机)
TKMB191002GA,华为 DUA-L22 (国际版/4GB+64GB/颜色随机)
TKMB191002G8,三星 SM-N960U1 (国际版/4GB+64GB/颜色随机)
TKMB191002EL,OPPO A37fw (国际版/4GB+64GB/颜色随机)
TKMB191002EJ,三星 SM-G610F (国际版/4GB+64GB/颜色随机)
TKMB191002EX,三星 SM-G610F (国际版/4GB+64GB/颜色随机)
TKMB191002ET,华为 STF-L09 (国际版/4GB+64GB/颜色随机)
TKMB191002EG,华为 STF-L09 (国际版/4GB+64GB/颜色随机)
TKMB191002EF,三星 SM-G887N (国际版/4GB+64GB/颜色随机)
TKMB191002G5,LG LG-SP200 (国际版/4GB+64GB/颜色随机)
TKMB1909023T,ONEPLUS A6010 (国际版/6GB+128GB/颜色随机)
TKMB1909023L,ONEPLUS A6010 (国际版/6GB+128GB/颜色随机)
TKMB1909024T,motorola one (国际版/4GB+64GB/颜色随机)
TKMB19090253,moto g(6) plus (国际版/4GB+64GB/颜色随机)
TKMB19090244,INE-LX2 (国际版/4GB+128GB/颜色随机)
TKMB1909025A,moto g(6) plus (国际版/4GB+64GB/颜色随机)
TKMB1909024W,INE-LX2 (国际版/4GB+128GB/颜色随机)
TKMB19090251,MI 8 Lite (国际版/4GB+64GB/颜色随机)
TKMB1910006M,CC9e(全网通4G手机/双卡双待/4G+64G/颜色随机）
TKMB1910006J,CC9e(全网通4G手机/双卡双待/4G+64G/颜色随机）
TKMB19100082,小米CC9(全网通4G手机/双卡双待/6G+64G/颜色不限）
TKMB19100072,CC9e(全网通4G手机/双卡双待/4G+64G/颜色随机）
TKMB19100075,CC9e(全网通4G手机/双卡双待/4G+64G/颜色随机）
TKMB191001F9,华为 HUAWEI Mate 30 麒麟990旗舰芯片4000万超感光徕卡影像双超级快充屏内指纹6G+128GB罗兰紫4G全网通版
TKMB191001FX,华为 HUAWEI Mate 30 Pro 麒麟990旗舰芯片OLED环幕屏双4000万徕卡电影四摄8GB+128GB亮黑色4G全网通手机
TKMB191001FY,华为 HUAWEI Mate 30 Pro 麒麟990旗舰芯片OLED环幕屏双4000万徕卡电影四摄8GB+128GB亮黑色4G全网通手机
TKMB191001F8,华为 HUAWEI Mate 30 麒麟990旗舰芯片4000万超感光徕卡影像双超级快充屏内指纹6G+128GB罗兰紫4G全网通版
TKMB19080100,P10 plus( 移动联通电信4G/双卡双待/ 6GB+128GB/颜色随机)
TKMB190801AL,红米Note4X（移动联通电信4G/4GB+64GB/颜色随机）
TKMB19090199,R15（移动联通电信4G/6+128G/颜色随机）
TKMB190801W7,荣耀9（6G+64G/高配全网通双卡双待/颜色随机）
TKMB190901L7,mate 10 pro（移动联通电信4G/6GB+128GB/颜色随机）
TKMB190900ER,A57T(二手机/A57T/移动定制版/3GB*32GB）
TKMB19080145,X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB190801A0,Y85（移动联通电信4G手机4GB+32GB/颜色随机）
TKMB190801WG,荣耀9（6G+64G/高配全网通双卡双待/颜色随机）
TKMB19090259,R11S（6GB+128GB 全网通4G 双卡双待/颜色随机）
TKMB190801E0,OPPO R11ST（二手机/R11ST/移动定制/4GB*64GB）
TKMB190900F1,R15（移动联通电信4G/梦境版/6+128G/颜色随机）
TKMB190901J9,R15（移动联通电信4G/6+128G/颜色随机）
TKMB190801TA,三星 Galaxy S8(SM-G9500)4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待(4120319)
TKMB190801WF,Mate 8（移动版 NXT-TL00 3GB+32G 颜色随机）
TKMB1909016R,X21(移动联通电信4G/6GB+64GB/颜色随机)
TKMB1909000P,mate10 （全网通/保时捷设计版/6G+256G/钻石黑）
TKMB1909028M,荣耀V10（全网通/4*64/颜色随机）
TKMB190801P7,A83T(二手机/A83T/中国移动4G版/4GB*64GB)
TKMB19080106,X21(屏幕指纹版/移动联通电信4G/6GB+128GB/颜色随机)
TKMB190801W5,Y51（移动4G/RAM 2GB/ROM 16GB/颜色随机)
TKMB190801RN,R11T（二手机/R11T/移动定制版本/4GB*64GB）
TKMB19090322,红米Note5（全网通/4GB+64GB/颜色随机）
TKMB1910000N,华为 HUAWEI P20 AI智慧徕卡双摄全面屏游戏手机 6GB+64GB 极光色 全网通移动联通电信4G手机 双卡双待(7321794)
TKMB190801JA,A5 全面屏拍照手机 4GB+64GB 幻镜蓝 全网通 移动联通电信4G 双卡双待手机(8048198)
TKMB190900EE,天机AXON 10Pro（5G全网通/双卡双待/6G+128G/颜色随机）
TKMB190801W6,R15（移动联通电信4G/6+128G/颜色随机）
TKMB19090202,GalaxyS9（国际版/G960F/64GB/颜色随机）
TKMB190901J6,华为 HUAWEI P20  AI智慧全面屏 6GB +128GB 亮黑色 全网通版 移动联通电信4G手机 双卡双待(6946637)
TKMB190901J4,小米9 xiaomi新品三摄 8+128 深空灰 骁龙855 移动4G+ 双卡双待 水滴全面屏拍照游戏智能手机(100003895136)
TKMB190901J5,华为新品 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 8GB+128GB 亮黑色 全网通双卡双待(100002433222)
TKMB19090200,荣耀8X（移动联通电信4G手机/6GB+64GB/颜色随机）
TKMB190901J3,小米 红米Redmi Note7 幻彩渐变AI双摄 4GB+64GB 梦幻蓝 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机(7652013)
TKMB190901NM,Y93（全网通4G/4G+64G/颜色随机）
TKMB190901J2,A9x 4800万像素 VOOC闪充 6GB+128GB 曜石黑 全网通4G 全面屏拍照游戏智能手机(100003440803)
TKMB191000WP,三星 SM-A310F (国际版/1.5GB+16GB/颜色随机)
TKMB191000WA,三星 SM-A310F (国际版/1.5GB+16GB/颜色随机)
TKMB191000W9,三星 SM-J600F (国际版/4GB+64GB/颜色随机)
TKMB191000PG,三星 SM-J260T1 (国际版/4GB+64GB/颜色随机)
TKMB191000PE,三星 SM-J530F (国际版/2GB+10GB/颜色随机)
TKMB191000PR,三星 SM-N920L (国际版/4GB+64GB/颜色随机)
TKMB191000PW,三星 SM-N920L (国际版/4GB+64GB/颜色随机)
TKMB191000PP,三星 SM-G930L (国际版/4GB+64GB/颜色随机)
TKMB191000P9,三星 SM-J610F (国际版/4GB+64GB/颜色随机)
TKMB191000P8,三星 SM-J610F (国际版/4GB+64GB/颜色随机)
TKMB191000P7,三星 SM-J600FN (国际版/4GB+64GB/颜色随机)
TKMB191000P5,三星 SM-G930S (国际版/4GB+64GB/颜色随机)
TKMB191000P4,三星 SM-G930S (国际版/4GB+64GB/颜色随机)
TKMB191000P3,三星 SM-A530F (国际版/4GB+64GB/颜色随机)
TKMB191000A9,三星 SM-A320F (国际版/4GB+64GB/颜色随机)
TKMB191000A7,三星 SM-N920S (国际版/4GB+64GB/颜色随机)
TKMB191000A6,三星 SM-N920S (国际版/4GB+64GB/颜色随机)
TKMB191000A5,三星 SM-G920L (国际版/3GB+64GB/颜色随机)
TKMB191000A4,三星 SM-G920L (国际版/3GB+64GB/颜色随机)
TKMB191000A3,三星 SM-G900F (国际版/2GB+32GB/颜色随机)
TKMB191000A2,三星 SM-G900F (国际版/2GB+32GB/颜色随机)
TKMB191000WJ,三星 SM-J510FN (国际版/2GB+16GB/颜色随机)
TKMB191000W4,三星 SM-N920C (国际版/4GB+32GB/颜色随机)
TKMB191000PL,三星 SM-A750GN (国际版/4GB+64GB/颜色随机)
TKMB191000P6,三星 SM-J600FN (国际版/4GB+64GB/颜色随机)
TKMB191000AN,三星 SM-J727S (国际版/2GB+16GB/颜色随机)
TKMB191000A8,三星 SM-A320F (国际版/4GB+64GB/颜色随机)
TKMB191000WT,三星 SM-J415F (国际版/4GB+64GB/颜色随机)
TKMB191000WR,三星 SM-G570F (国际版/4GB+64GB/颜色随机)
TKMB191000W8,三星 SM-J600F (国际版/4GB+64GB/颜色随机)
TKMB191000PY,三星 SM-A750GN (国际版/4GB+64GB/颜色随机)
TKMB191000PF,三星 SM-J530F (国际版/2GB+10GB/颜色随机)
TKMB191000PA,三星 SM-G930L (国际版/4GB+64GB/颜色随机)
TKMB191000AT,三星 SM-A520S (国际版/4GB+64GB/颜色随机)
TKMB191000WX,三星 SM-J510FN (国际版/2GB+16GB/颜色随机)
TKMB191000WG,三星 SM-J415F (国际版/4GB+64GB/颜色随机)
TKMB191000W7,三星 SM-G920P (国际版/3GB+64GB/颜色随机)
TKMB191000W6,三星 SM-G920P (国际版/3GB+64GB/颜色随机)
TKMB191000W5,三星 SM-N920C (国际版/4GB+32GB/颜色随机)
TKMB191000W3,三星 SM-A730F (国际版/4GB+64GB/颜色随机)
TKMB191000W1,三星 SM-G920I (国际版/3GB+64GB/颜色随机)
TKMB191000W0,三星 SM-G920I (国际版/3GB+64GB/颜色随机)
TKMB191000PN,三星 SM-A520F (国际版/3GB+64GB/颜色随机)
TKMB191000PM,三星 SM-A520F (国际版/3GB+64GB/颜色随机)
TKMB191000PJ,三星 SM-A750FN (国际版/4GB+64GB/颜色随机)
TKMB191000PX,三星 SM-A750FN (国际版/4GB+64GB/颜色随机)
TKMB191000PT,三星 SM-J260T1 (国际版/4GB+64GB/颜色随机)
TKMB191000P1,三星 SM-J250F (国际版/1.5GB+16GB/颜色随机)
TKMB191000P0,三星 SM-J250F (国际版/1.5GB+16GB/颜色随机)
TKMB191000AM,三星 SM-J727S (国际版/2GB+16GB/颜色随机)
TKMB191000AY,三星 SM-N9005 (国际版/3GB+64GB/颜色随机)
TKMB191000AJ,三星 SM-A600FN (国际版/4GB+64GB/颜色随机)
TKMB191000AX,三星 SM-A600FN (国际版/4GB+64GB/颜色随机)
TKMB191000AG,三星 SM-A520S (国际版/4GB+64GB/颜色随机)
TKMB191000AE,三星 SM-N910C (国际版/3GB+32GB/颜色随机)
TKMB191000AP,三星 SM-A530N (国际版/4GB+64GB/颜色随机)
TKMB191000AA,三星 SM-A530N (国际版/4GB+64GB/颜色随机)
TKMB191000WF,三星 SM-A750F (国际版/4GB+64GB/颜色随机)
TKMB191000WE,三星 SM-A750F (国际版/4GB+64GB/颜色随机)
TKMB191000WW,三星 SM-G570F (国际版/4GB+64GB/颜色随机)
TKMB1909022M,SM-N960F (国际版/6GB+128GB/颜色随机)
TKMB19090238,Redmi S2 (国际版/4GB+64GB/颜色随机)
TKMB1909023Y,Redmi S2 (国际版/4GB+64GB/颜色随机)
TKMB19090247,Mi A2 Lite (国际版/4GB+64GB/颜色随机)
TKMB1909024L,Mi A2 Lite (国际版/4GB+64GB/颜色随机)
TKMB19090237,SM-N960N (国际版/6GB+128GB/颜色随机)
TKMB1909023P,SM-N960N (国际版/6GB+128GB/颜色随机)
TKMB1909022L,Redmi 6 (国际版/4GB+64GB/颜色随机)
TKMB19090235,Redmi 6 (国际版/4GB+64GB/颜色随机)
TKMB1909022T,SM-G973N (国际版/8GB+128GB/颜色随机)
TKMB19090239,SM-G973N (国际版/8GB+128GB/颜色随机)
TKMB1906013P,Z3x 4GB+64GB 极光色 全面屏双摄拍照手机 移动联通电信全网通4G手机(100005228558)
TKMB1909026L,P30 Pro(全网通4G手机/8G+128G/颜色随机)
TKMB1909026R,P30 Pro(全网通4G手机/8G+128G/颜色随机)
TKMB19050LXF,红魔3（全网通4G/8G+128G/颜色不限）
TKMB190801R0,红魔3（全网通4G/8G+128G/颜色不限）
TKMB1907003W,16 X（全网通4G/6GB+128GB/颜色随机）
TKMB190901YP,小米 Redmi K20Pro 4800万超广角三摄 6GB+64GB 碳纤黑 骁龙855 全网通4G 双卡双待 全面屏拍照游戏智能手机(100005979688)
TKMB190900GW,7 pro（6GB+128GB/全网通4G/颜色随机）
TKMB1907007E,小米 红米Redmi K20 4800万超广角三摄 6GB+64GB 碳纤黑 全网通4G 双卡双待 全面屏拍照游戏智能手机(100005979444)
TKMB1909025P,MI 8 Lite (国际版/4GB+64GB/颜色随机)
TKMB1909022N,SM-N950N (国际版/6GB+64GB/颜色随机)
TKMB1909023W,SM-N950N (国际版/6GB+64GB/颜色随机)
TKMB19090232,SM-G973U (国际版/8GB+128GB/颜色随机)
TKMB1909023G,SM-G973U (国际版/8GB+128GB/颜色随机)
TKMB1909022F,SM-G970U (国际版/6GB+128GB/颜色随机)
TKMB1909023F,SM-G970U (国际版/6GB+128GB/颜色随机)
TKMB19090233,Redmi 6 Pro (国际版/4GB+64GB/颜色随机)
TKMB1909023J,Redmi 6 Pro (国际版/4GB+64GB/颜色随机)
TKMB19090230,Redmi 5 (国际版/3GB+32GB/颜色随机)
TKMB1909023R,Redmi 5 (国际版/3GB+32GB/颜色随机)
TKMB1909022Y,SM-N960U (国际版/6GB+128GB/颜色随机)
TKMB19090234,SM-N960U (国际版/6GB+128GB/颜色随机)
TKMB190701PP,S1Pro（全网通4G/8GB+128GB/3200万像素/颜色随机）
TKMB190701PT,S1Pro（全网通4G/8GB+128GB/3200万像素/颜色随机）
TKMB19050LPJ,Z3x 4GB+64GB 极光色 全面屏双摄拍照手机 移动联通电信全网通4G手机(100005228558)
TKMB19050M21,Z3x 4GB+64GB 极光色 全面屏双摄拍照手机 移动联通电信全网通4G手机(100005228558)
TKMB190700E3,A9x 4800万像素 VOOC闪充 6GB+128GB 曜石黑 全网通4G 全面屏拍照游戏智能手机(100003440803)
TKMB190900E9,A9x 4800万像素 VOOC闪充 6GB+128GB 曜石黑 全网通4G 全面屏拍照游戏智能手机(100003440803)
TKMB1908019E,7（8GB+256GB/全网通4G/颜色随机）
TKMB1909002N,P30 (全网通4G手机/6G+128G/颜色随机)
TKMB190900J7,P30 (全网通4G手机/6G+128G/颜色随机)
TKMB190701A5,Galaxy A60（全网通4G/6GB+64GB /颜色随机）
TKMB19090176,Galaxy A60（全网通4G/6GB+64GB /颜色随机）
TKMB19090196,ROG游戏手机2 (全网通4G／8GB+128GB／黑色)
TKMB190901XJ,ROG游戏手机2 (全网通4G／8GB+128GB／黑色)
TKMB190900GE,Z20(全网通4G/6GB+128GB/颜色不限)
TKMB190900AE,小米 Redmi K20Pro 4800万超广角三摄 6GB+64GB 碳纤黑 骁龙855 全网通4G 双卡双待 全面屏拍照游戏智能手机(100005979688)
TKMB1909010M,小米 Redmi K20Pro 4800万超广角三摄 6GB+64GB 碳纤黑 骁龙855 全网通4G 双卡双待 全面屏拍照游戏智能手机(100005979688)
TKMB1909026N,mate20 X 5G(双模全网通5G/双卡双待/8G+256G/翡冷翠)
TKMB190900TN,9X (全网通4G/4GB+64GB/颜色随机)
TKMB190900TP,9X (全网通4G/4GB+64GB/颜色随机)
TKMB190900A8,荣耀V20 胡歌同款 麒麟980芯片 魅眼全视屏 6GB+128GB 魅海蓝 游戏手机 移动联通电信4G全面屏手机 双卡双待(100001364160)
TKMB190900AA,荣耀V20 胡歌同款 麒麟980芯片 魅眼全视屏 6GB+128GB 魅海蓝 游戏手机 移动联通电信4G全面屏手机 双卡双待(100001364160)
TKMB190900A4,Z5 6GB+64GB 极光幻境 4800万超广角AI三摄手机 22.5W快充 4500mAh大电池 全网通4G手机(100007085672)
TKMB190900AT,Z5 6GB+64GB 极光幻境 4800万超广角AI三摄手机 22.5W快充 4500mAh大电池 全网通4G手机(100007085672)
TKMB190900EN,游戏手机2 8GB+128GB 暗影黑 骁龙855 Magic Press立体操控 塔式全域液冷 全面屏 全网通4G 双卡双待(100002493099)
TKMB190900EY,游戏手机2 8GB+128GB 暗影黑 骁龙855 Magic Press立体操控 塔式全域液冷 全面屏 全网通4G 双卡双待(100002493099)
TKMB19090073,Reno(全网通4G/6GB+128GB/颜色不限)
TKMB19090074,Reno(全网通4G/6GB+128GB/颜色不限)
TKMB190900P0,IQOO Neo（全网通4G手机/双卡双待/6G+64G/颜色随机）
TKMB190900P1,IQOO Neo（全网通4G手机/双卡双待/6G+64G/颜色随机）
TKMB190900GM,Y7s (全网通4G/6GB+128GB/颜色随机)
TKMB190900GP,Y7s (全网通4G/6GB+128GB/颜色随机)
TKMB190902ET,P30(全网通4G/8GB+64GB/颜色随机)
TKMB1908006F,16s（全网通4G/6G+128G/颜色随机）
TKMB190801L8,16s（全网通4G/6G+128G/颜色随机）
TKMB190701PJ,红魔3（全网通4G/6G+64G/颜色不限）
TKMB190701PN,红魔3（全网通4G/6G+64G/颜色不限）
TKMB1907004P,X青春版（全网通4G/6GB+64GB/颜色随机）
TKMB19070050,X青春版（全网通4G/6GB+64GB/颜色随机）
TKMB1908005E,华nova 3e（全网通/4GB +64GB/双卡双待/颜色随机）
TKMB190700FL,X（全网通4G/ 4GB+64GB/颜色随机）
TKMB190901TR,X（全网通4G/ 4GB+64GB/颜色随机）
TKMB1907005T,Redmi 7A（全网通4G/2GB+16GB/颜色随机）
TKMB1907005X,Redmi 7A（全网通4G/2GB+16GB/颜色随机）
TKMB190701WM,麦芒 8（全网通4G/6GB+128GB/颜色不限）
TKMB190701WT,麦芒 8（全网通4G/6GB+128GB/颜色不限）
TKMB1909017W,荣耀20 PRO(全网通4G/8GB+128GB/颜色不限）
TKMB1909018R,荣耀20 PRO(全网通4G/8GB+128GB/颜色不限）
TKMB190700FM,Z5x（全网通4G/6GB+64GB/颜色随机）
TKMB190901GG,Z5x（全网通4G/6GB+64GB/颜色随机）
TKMB190800L4,K3（全网通4G/6GB+64GB/颜色随机）
TKMB1908012J,K3（全网通4G/6GB+64GB/颜色随机）
TKMB190600J6,荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待(100002962227)
TKMB190700R7,荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待(100002962227)
TKMB190901M2,荣耀20（全网通4G/8GB+128GB/颜色不限）
TKMB190901M3,荣耀20（全网通4G/8GB+128GB/颜色不限）
TKMB19040183,畅享 9e（全网通高配版/3GB+64GB/颜色随机）
TKMB19050M20,Z3x 4GB+64GB 极光色 全面屏双摄拍照手机 移动联通电信全网通4G手机(100005228558)
TKMB190902EX,P30(全网通4G/8GB+64GB/颜色随机)
TKMB1909017G,华为新品 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 8GB+128GB 亮黑色 全网通双卡双待(100002433222)
TKMB190900TA,IQOO Pro(全网通5G手机/双卡双待/8G+128G/颜色随机)
TKMB190901NJ,IQOO Pro(全网通5G手机/双卡双待/8G+128G/颜色随机)
TKMB1909010J,X27 8GB+128GB大内存 粉黛金 零界全面屏AI三摄 移动联通电信全网通4G手机(100004363728)
TKMB19090260,X27 8GB+128GB大内存 粉黛金 零界全面屏AI三摄 移动联通电信全网通4G手机(100004363728)
TKMB1909018N,小米9 xiaomi新品三摄 6GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机(7437708)
TKMB190901TJ,小米9 xiaomi新品三摄 6GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机(7437708)
TKMB190900G1,游戏手机2 Pro(全网通4G/12GB+128GB/颜色随机)
TKMB190900A5,小米 红米Redmi Note7 幻彩渐变AI双摄 4GB+64GB 梦幻蓝 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机(7652013)
TKMB190900AW,小米 红米Redmi Note7 幻彩渐变AI双摄 4GB+64GB 梦幻蓝 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机(7652013)
